1.466865505790337920e-04 2.993578964378684759e-04 -4.947662819176912308e-05 2.723489706113468856e-05 -2.490670594852417707e-04 5.977544788038358092e-05 -1.816125586628913879e-05 -3.810499911196529865e-04 -4.695702591561712325e-05 -3.418108390178531408e-04 -1.841850462369620800e-04 -5.511946510523557663e-04 1.691295210548560135e-06 -1.910448481794446707e-04 1.419182081008329988e-04 5.424686241894960403e-05
1.073509556590579450e-04 2.530979108996689320e-04 -1.817594456952065229e-04 5.792026058770716190e-05 -1.407686067977920175e-04 3.618032860686071217e-05 5.192548633203841746e-05 -3.046506026294082403e-04 1.092611000785836950e-06 -1.585092250024899840e-04 -1.482775696786120534e-04 -5.106241442263126373e-04 -1.025223682518117130e-04 -1.297236012760549784e-04 3.414482125663198531e-05 1.398638123646378517e-04
9.240899089490994811e-05 1.247378677362576127e-04 -2.700556942727416754e-04 6.699691584799438715e-05 -1.652196175427889102e-07 -8.380808139918372035e-06 1.053361484082415700e-04 -1.422084751538932323e-04 6.033053796272724867e-05 8.374794560950249434e-05 -1.307559432461857796e-04 -3.840827848762273788e-04 -2.245778887299820781e-04 -3.493448821245692670e-05 -1.048995836754329503e-04 2.142487210221588612e-04
1.107073549064807594e-04 5.578182754106819630e-05 -1.679409324424341321e-04 1.565511956869158894e-05 -2.179426155635155737e-05 -2.661794496816582978e-05 6.284708797466009855e-05 -7.915878086350858212e-05 5.157184932613745332e-05 4.215131048113107681e-05 -1.066703698597848415e-04 -2.858948137145489454e-04 -1.445320813218131661e-04 -2.015402060351334512e-05 -7.390823884634301066e-05 1.664196606725454330e-04
2.600638836156576872e-04 -2.057257916021626443e-05 4.814010753761976957e-05 -3.098707747994922101e-05 -1.806361105991527438e-04 -4.309527139412239194e-05 -1.377159605908673257e-05 -5.662021430907770991e-05 -9.963290722225792706e-06 -1.055656612152233720e-04 -1.901221839943900704e-04 -2.047743764705955982e-04 2.768377271422650665e-05 -3.701539753819815814e-05 -4.769010411109775305e-05 5.652177060255780816e-05
3.218360652681440115e-04 -3.216039112885482609e-05 9.504525951342657208e-05 -5.327102553565055132e-05 -2.523136499803513288e-04 -3.824250597972422838e-05 -7.078149792505428195e-05 -8.532361243851482868e-05 -1.552148569317068905e-05 -1.783820334821939468e-04 -2.198558213422074914e-04 -2.956788812298327684e-04 1.456746103940531611e-04 -5.588706335402093828e-05 -6.847298209322616458e-06 5.787511327071115375e-05
1.302659366047009826e-04 2.590276708360761404e-04 -4.993358379579149187e-05 7.398990419460460544e-05 -2.173783577745780349e-04 3.216213372070342302e-05 -2.952019713120535016e-06 -3.271747555118054152e-04 -7.235820521600544453e-05 -2.263664791826158762e-04 -1.301461015827953815e-04 -3.694480401463806629e-04 5.641495590680278838e-05 -1.547476713312789798e-04 4.077944322489202023e-05 1.125146536651300266e-05
1.346193603239953518e-04 2.019646199187263846e-04 -1.823524362407624722e-04 9.207802213495597243e-05 -1.192598429042845964e-04 7.493899829569272697e-06 7.090600411174818873e-05 -2.560806751716881990e-04 -1.922028604894876480e-05 -4.516943226917646825e-05 -1.629012695048004389e-04 -4.384747880976647139e-04 -9.562818013364449143e-05 -9.724989649839699268e-05 -7.693454244872555137e-05 1.089293655240908265e-04
1.580966636538505554e-04 1.189992835861630738e-04 -2.003543631872162223e-04 6.082249456085264683e-05 -7.262529106810688972e-05 -2.144375139323528856e-05 7.250454655149951577e-05 -1.626751618459820747e-04 2.397341631876770407e-05 4.480633651837706566e-05 -1.610560429980978370e-04 -4.333609831519424915e-04 -1.270663487957790494e-04 -5.181520100450143218e-05 -1.125904454966075718e-04 1.541875390103086829e-04
2.507423632778227329e-04 -2.941407046819222160e-06 -6.503346958197653294e-05 -2.314429002581164241e-05 -1.067032135324552655e-04 -5.221596074989065528e-05 -2.732301800278946757e-05 -3.578039104468189180e-05 6.142917118268087506e-05 3.199414277332834899e-05 -1.651412603678181767e-04 -3.451436932664364576e-04 -2.765529461612459272e-05 -2.388004395470488816e-05 -5.361689909477718174e-05 1.424716901965439320e-04
