node_id,longitude,latitude,gdp,pop,public_administration_services,utility_land,commercial_services,residential_land,industrial_land,green_square_land,road_transportation_land
515,121.0589384,30.94628306,396.1811104,2584,0.206896552,0.034482759,0.034482759,0.206896552,0.379310345,0.068965517,0.068965517
516,121.0769047,30.94628306,76.41734791,7783,0.072072072,0.013513514,0.130630631,0.031531532,0.707207207,0,0.031531532
517,121.094871,30.94628306,255.2706614,4919,0.056338028,0.021126761,0.063380282,0.077464789,0.669014085,0,0.105633803
518,121.1128373,30.94628306,93.85774422,4265,0.075471698,0.018867925,0.132075472,0.056603774,0.226415094,0.188679245,0.301886792
519,121.1308036,30.94628306,293.9169137,2221,0.115384615,0.004807692,0.216346154,0.052884615,0.432692308,0.019230769,0.115384615
520,121.1487699,30.94628306,208.756752,1415,0.222222222,0.044444444,0.155555556,0.155555556,0.177777778,0.022222222,0.222222222
521,121.1667363,30.94628306,18.82657337,1879,0.212121212,0,0.03030303,0.181818182,0.272727273,0.121212121,0.181818182
522,121.1847026,30.94628306,84.87639236,3270,0.033333333,0,0.033333333,0.5,0.1,0.066666667,0.233333333
523,121.2026689,30.94628306,243.8596611,2776,0.064516129,0,0,0.35483871,0.419354839,0,0.161290323
524,121.2206352,30.94628306,705.1551337,3332,0.024390244,0,0.097560976,0.243902439,0.463414634,0,0.170731707
525,121.2386015,30.94628306,125.9151707,2115,0.111111111,0.011111111,0.211111111,0.144444444,0.444444444,0,0.066666667
526,121.2565678,30.94628306,168.5600476,5539,0.061538462,0,0.246153846,0.153846154,0.415384615,0.030769231,0.092307692
527,121.2745341,30.94628306,53.02449512,5151,0.046296296,0,0.12037037,0.148148148,0.601851852,0.009259259,0.074074074
528,121.2925004,30.94628306,72.95078087,5484,0.052083333,0.010416667,0.052083333,0.145833333,0.59375,0,0.135416667
529,121.3104667,30.94628306,17.39520884,13016,0.160594796,0.008178439,0.261710037,0.294423792,0.166542751,0.011895911,0.03866171
530,121.328433,30.94628306,109.4300761,8515,0.151515152,0.034632035,0.25974026,0.255411255,0.225108225,0,0.051948052
531,121.3463993,30.94628306,16.43738604,1926,0.071428571,0,0.023809524,0.357142857,0.452380952,0.047619048,0.047619048
532,121.3643656,30.94628306,64.82977295,1597,0.189189189,0,0.027027027,0.297297297,0.351351351,0.054054054,0.081081081
533,121.3823319,30.94628306,121.7470608,2640,0.05,0.025,0.025,0.15,0.675,0.0375,0.025
534,121.4002982,30.94628306,639.6851273,1682,0.125,0,0.025,0.175,0.55,0.05,0.075
535,121.4182645,30.94628306,521.8323746,3252,0.071428571,0.023809524,0.023809524,0.261904762,0.547619048,0,0.071428571
536,121.4362308,30.94628306,431.9921265,36604,0.051724138,0.012931034,0.099137931,0.081896552,0.650862069,0.004310345,0.081896552
537,121.4541971,30.94628306,685.419693,49652,0.186440678,0.006244425,0.16235504,0.241748439,0.233719893,0.02676182,0.052631579
538,121.4721635,30.94628306,210.2296829,5552,0.089285714,0.008928571,0.017857143,0.651785714,0.142857143,0,0.089285714
539,121.4901298,30.94628306,3055.177971,2063,0,0,0,0.823529412,0,0.058823529,0.117647059
540,121.5080961,30.94628306,139.9850311,9182,0.072727273,0.009090909,0.218181818,0.086363636,0.509090909,0.004545455,0.086363636
541,121.5260624,30.94628306,130.6907539,2501,0.145833333,0.083333333,0.0625,0.333333333,0.270833333,0.020833333,0.0625
542,121.5440287,30.94628306,61.06228638,1795,0.081081081,0.027027027,0.135135135,0.189189189,0.391891892,0.081081081,0.067567568
543,121.561995,30.94628306,266.9253845,2700,0,0,0.021276596,0.212765957,0.553191489,0.021276596,0.14893617
544,121.5799613,30.94628306,1956.752457,1202,0,0.033333333,0.033333333,0.233333333,0.533333333,0.066666667,0.066666667
545,121.5979276,30.94628306,65.6349659,1429,0.055555556,0,0.027777778,0.416666667,0.416666667,0.027777778,0.055555556
546,121.6158939,30.94628306,1564.651909,2496,0.024390244,0,0.097560976,0.170731707,0.682926829,0.024390244,0
547,121.6338602,30.94628306,236.2887955,12046,0.138067061,0.00887574,0.467455621,0.084812623,0.207100592,0.012820513,0.029585799
548,121.6518265,30.94628306,1601.290894,5199,0.157894737,0.010526316,0.342105263,0.073684211,0.357894737,0.010526316,0.005263158
549,121.6697928,30.94628306,128.6752338,2667,0.019607843,0,0.196078431,0.235294118,0.529411765,0.019607843,0
550,121.6877591,30.94628306,2087.881145,1876,0.136363636,0,0,0.454545455,0.272727273,0.045454545,0.090909091
551,121.7057254,30.94628306,589.7771683,5040,0.13028169,0.003521127,0.468309859,0.088028169,0.214788732,0.014084507,0.028169014
552,121.7236917,30.94628306,2816.676472,11074,0.24025974,0.010822511,0.408008658,0.03030303,0.19047619,0.00974026,0.043290043
553,121.741658,30.94628306,509.1432648,4459,0.142857143,0,0.095238095,0.285714286,0.261904762,0.071428571,0.142857143
554,121.7596243,30.94628306,1157.908081,6689,0.333333333,0,0.111111111,0.185185185,0.333333333,0,0.037037037
555,121.7775906,30.94628306,67.43961716,7654,0.03030303,0,0.484848485,0.060606061,0.393939394,0,0.03030303
556,121.795557,30.94628306,1284.179958,3299,0.136363636,0,0.090909091,0.227272727,0.318181818,0,0.227272727
557,121.8135233,30.94628306,54.82571697,1534,0,0,0,0.4,0.266666667,0,0.333333333
558,121.8314896,30.94628306,8.375326633,938,0.05,0,0.1,0.45,0.05,0.05,0.25
559,121.8494559,30.94628306,105.6940622,1477,0.047619048,0,0,0.333333333,0.142857143,0,0.476190476
560,121.8674222,30.94628306,55.85742378,3056,0.229166667,0.0625,0.083333333,0.145833333,0.1875,0.083333333,0.208333333
561,121.8853885,30.94628306,1001.313015,6818,0.15,0,0.05,0.05,0.4,0.1,0.25
562,121.9033548,30.94628306,2.472014427,2965,0.351351351,0.054054054,0,0.216216216,0.135135135,0.027027027,0.135135135
563,121.9213211,30.94628306,0,686,0,0,0,0,0,0,0
564,121.9392874,30.94628306,0,0,0,0,0,0,0,0,0
565,121.9572537,30.94628306,0,0,0,0,0,0,0,0,0
566,121.97522,30.94628306,0,0,0,0,0,0,0,0,0
567,120.9870732,30.96169061,69.89546204,474,0,0,0,1,0,0,0
568,121.0050395,30.96169061,175.2181549,1387,0,0,0,1,0,0,0
569,121.0230058,30.96169061,109.5888138,3280,0,0,0,1,0,0,0
570,121.0409721,30.96169061,150.9579926,2922,0,0.142857143,0.071428571,0.357142857,0,0,0.214285714
571,121.0589384,30.96169061,92.94781876,1318,0,0.1,0.1,0.3,0,0.2,0.3
572,121.0769047,30.96169061,149.1890106,2786,0.12,0.1,0.08,0.24,0.1,0.02,0.28
573,121.094871,30.96169061,125.7881451,1849,0.125,0.0625,0.0625,0.3125,0.25,0,0.1875
574,121.1128373,30.96169061,21.30897141,1298,0.181818182,0,0,0.454545455,0.090909091,0.090909091,0.181818182
575,121.1308036,30.96169061,413.4521637,4154,0.163461538,0.028846154,0.230769231,0.096153846,0.278846154,0.048076923,0.105769231
576,121.1487699,30.96169061,134.6655025,4166,0,0.04,0.08,0.44,0.08,0.08,0.24
577,121.1667363,30.96169061,285.9396667,6294,0.086956522,0,0.086956522,0.565217391,0.086956522,0.043478261,0.130434783
578,121.1847026,30.96169061,736.4390717,8043,0.090909091,0,0.045454545,0.196969697,0.575757576,0.03030303,0.060606061
579,121.2026689,30.96169061,11.20570087,4968,0.148148148,0.037037037,0.074074074,0.444444444,0.296296296,0,0
580,121.2206352,30.96169061,87.98282623,6949,0.333333333,0,0,0.416666667,0.25,0,0
581,121.2386015,30.96169061,478.2331238,10853,0.105263158,0.052631579,0,0.368421053,0.210526316,0,0.263157895
582,121.2565678,30.96169061,295.8201609,4987,0.0625,0,0.125,0.75,0.0625,0,0
583,121.2745341,30.96169061,137.0661469,2301,0.1,0,0.25,0.4,0.2,0.05,0
584,121.2925004,30.96169061,5.046041489,5482,0.034482759,0.034482759,0.068965517,0.827586207,0,0.034482759,0
585,121.3104667,30.96169061,176.5644073,8937,0.034562212,0.006912442,0.269585253,0.474654378,0.186635945,0.004608295,0.01843318
586,121.328433,30.96169061,40.66735649,4953,0.181818182,0,0.090909091,0.590909091,0.045454545,0.090909091,0
587,121.3463993,30.96169061,339.6908264,1791,0.076923077,0,0.102564103,0.307692308,0.384615385,0.051282051,0.076923077
588,121.3643656,30.96169061,409.3298035,3101,0.15,0.016666667,0.066666667,0.15,0.516666667,0.033333333,0.066666667
589,121.3823319,30.96169061,602.0130367,6748,0.137123746,0.006688963,0.177257525,0.043478261,0.585284281,0.003344482,0.030100334
590,121.4002982,30.96169061,33.12693405,6128,0.141447368,0.012061404,0.233552632,0.395833333,0.146929825,0.009868421,0.021929825
591,121.4182645,30.96169061,200.5320892,2753,0.2,0.04,0.2,0.14,0.34,0.02,0.06
592,121.4362308,30.96169061,274.7670593,10872,0.268292683,0.008985879,0.249037227,0.164313222,0.160462131,0.015404365,0.046213094
593,121.4541971,30.96169061,187.5936584,6468,0.162878788,0.011363636,0.045454545,0.075757576,0.579545455,0,0.113636364
594,121.4721635,30.96169061,73.1129837,3432,0.236363636,0.012121212,0.066666667,0.139393939,0.418181818,0.036363636,0.090909091
595,121.4901298,30.96169061,165.6894417,4315,0.16,0.006,0.22,0.444,0.054,0.024,0.042
596,121.5080961,30.96169061,97.57164764,8764,0.164948454,0.010309278,0.219072165,0.409793814,0.054123711,0.012886598,0.103092784
597,121.5260624,30.96169061,121.7498512,2648,0.112676056,0.014084507,0.126760563,0.197183099,0.323943662,0.056338028,0.169014085
598,121.5440287,30.96169061,26.10374451,1642,0.048387097,0.016129032,0.112903226,0.129032258,0.596774194,0.032258065,0.048387097
599,121.561995,30.96169061,150.7664948,2741,0.092592593,0,0.111111111,0.277777778,0.425925926,0.018518519,0.055555556
600,121.5799613,30.96169061,124.9404984,1217,0.024390244,0.048780488,0.146341463,0.317073171,0.414634146,0.024390244,0.024390244
601,121.5979276,30.96169061,22.6049881,1914,0.177777778,0.044444444,0.133333333,0.288888889,0.266666667,0.044444444,0.044444444
602,121.6158939,30.96169061,38.26026535,1397,0.068965517,0.034482759,0.034482759,0.448275862,0.344827586,0.068965517,0
603,121.6338602,30.96169061,456.3013306,5100,0.080385852,0.006430868,0.453376206,0.041800643,0.38585209,0,0.019292605
604,121.6518265,30.96169061,33.84443855,3952,0.101694915,0,0.169491525,0.169491525,0.525423729,0.033898305,0
605,121.6697928,30.96169061,21.97254372,1516,0,0,0.115384615,0.423076923,0.461538462,0,0
606,121.6877591,30.96169061,43.09229946,735,0,0,0.125,0.5,0.166666667,0,0.208333333
607,121.7057254,30.96169061,285.9301758,1445,0.117647059,0,0.058823529,0.588235294,0.235294118,0,0
608,121.7236917,30.96169061,735.4701157,5850,0.085365854,0.036585366,0.256097561,0.158536585,0.268292683,0.048780488,0.097560976
609,121.741658,30.96169061,129.7939453,10036,0.175732218,0,0.309623431,0.175732218,0.234309623,0.025104603,0.041841004
610,121.7596243,30.96169061,170.9039135,9887,0.095890411,0.01369863,0.390410959,0.054794521,0.294520548,0.020547945,0.068493151
611,121.7775906,30.96169061,92.89500427,2453,0.117647059,0,0,0.411764706,0.294117647,0,0.176470588
612,121.795557,30.96169061,93.38614273,2205,0.105263158,0.052631579,0,0.421052632,0.157894737,0.052631579,0.210526316
613,121.8135233,30.96169061,472.5560527,3152,0.179104478,0.014925373,0.164179104,0.417910448,0.119402985,0.014925373,0.074626866
614,121.8314896,30.96169061,7.099662304,1827,0.033333333,0,0,0.333333333,0.233333333,0.1,0.3
615,121.8494559,30.96169061,45.16319084,2149,0.111111111,0.037037037,0.111111111,0.185185185,0.222222222,0,0.333333333
616,121.8674222,30.96169061,39.32645416,3095,0.085106383,0,0.212765957,0.127659574,0.425531915,0,0.127659574
617,121.8853885,30.96169061,1503.991455,5808,0.166666667,0.011904762,0.285714286,0.095238095,0.273809524,0.035714286,0.05952381
618,121.9033548,30.96169061,0,4909,0.144230769,0.019230769,0.288461538,0.067307692,0.201923077,0.038461538,0.125
619,121.9213211,30.96169061,0,554,0.5,0,0.5,0,0,0,0
620,121.9392874,30.96169061,0,0,0,0,0,0,0,0,0
621,121.9572537,30.96169061,0,0,0,0,0,0,0,0,0
622,120.9870732,30.97709568,93.76979828,280,0,0,0,1,0,0,0
623,121.0050395,30.97709568,74.91261292,1852,0,0,0,1,0,0,0
624,121.0230058,30.97709568,280.7417221,7566,0,0,0,1,0,0,0
625,121.0409721,30.97709568,277.5842896,3036,0.129032258,0,0.032258065,0.548387097,0.096774194,0.096774194,0.096774194
626,121.0589384,30.97709568,347.5639343,2358,0.148148148,0.185185185,0.111111111,0.296296296,0.111111111,0,0.111111111
627,121.0769047,30.97709568,179.3910828,5034,0.217391304,0.043478261,0,0.347826087,0.130434783,0.043478261,0.217391304
628,121.094871,30.97709568,68.68932724,3527,0.076923077,0,0,0.307692308,0.307692308,0.076923077,0.153846154
629,121.1128373,30.97709568,254.8441162,4470,0.073170732,0.073170732,0.048780488,0.292682927,0.463414634,0.024390244,0.024390244
630,121.1308036,30.97709568,150.4786415,1975,0.068965517,0.017241379,0.034482759,0.551724138,0.24137931,0.017241379,0.068965517
631,121.1487699,30.97709568,15.29751682,3975,0.148148148,0,0.037037037,0.296296296,0.259259259,0.037037037,0.222222222
632,121.1667363,30.97709568,86.9958725,8214,0.110864745,0.011086475,0.177383592,0.425720621,0.159645233,0.015521064,0.044345898
633,121.1847026,30.97709568,68.67452621,9400,0.158940397,0.002207506,0.161147903,0.028697572,0.536423841,0.013245033,0.070640177
634,121.2026689,30.97709568,41.13622665,17007,0.147208122,0.020304569,0.16751269,0.076142132,0.502538071,0.005076142,0.060913706
635,121.2206352,30.97709568,157.5401268,12595,0,0.015384615,0.030769231,0.215384615,0.676923077,0,0.061538462
636,121.2386015,30.97709568,525.630127,11848,0.108695652,0.02173913,0.02173913,0.347826087,0.391304348,0.02173913,0.086956522
637,121.2565678,30.97709568,58.53053856,5836,0.055555556,0,0.097222222,0.541666667,0.222222222,0.013888889,0.055555556
638,121.2745341,30.97709568,72.68618774,3278,0.025862069,0,0.025862069,0.823275862,0.094827586,0.00862069,0.021551724
639,121.2925004,30.97709568,196.1282043,6301,0.033755274,0,0.046413502,0.827004219,0.071729958,0.004219409,0.016877637
640,121.3104667,30.97709568,53.14251709,4974,0.135135135,0.027027027,0.081081081,0.405405405,0.324324324,0,0.027027027
641,121.328433,30.97709568,17.06598663,5298,0,0,0,0.642857143,0.285714286,0.071428571,0
642,121.3463993,30.97709568,25.15744209,12905,0.462962963,0.018518519,0.018518519,0.148148148,0.333333333,0,0.018518519
643,121.3643656,30.97709568,414.7279739,7190,0.076923077,0,0,0.384615385,0.538461538,0,0
644,121.3823319,30.97709568,142.200222,2872,0.107142857,0.071428571,0,0.321428571,0.285714286,0.107142857,0.107142857
645,121.4002982,30.97709568,43.12520218,1935,0.095238095,0,0,0.428571429,0.333333333,0.095238095,0
646,121.4182645,30.97709568,307.2713776,2401,0.111111111,0,0.244444444,0.266666667,0.2,0.066666667,0.066666667
647,121.4362308,30.97709568,146.7484741,11630,0.17260274,0.005479452,0.194520548,0.036986301,0.52739726,0.008219178,0.028767123
648,121.4541971,30.97709568,98.233284,7142,0.105932203,0.025423729,0.207627119,0.093220339,0.529661017,0,0.021186441
649,121.4721635,30.97709568,56.21360397,6814,0.085106383,0.039007092,0.223404255,0.078014184,0.489361702,0,0.063829787
650,121.4901298,30.97709568,204.5115128,7965,0.221590909,0.039772727,0.1875,0.198863636,0.238636364,0,0.090909091
651,121.5080961,30.97709568,65.04790497,5080,0.108225108,0.012987013,0.077922078,0.567099567,0.121212121,0.004329004,0.086580087
652,121.5260624,30.97709568,161.9891739,2636,0.107142857,0.011904762,0.202380952,0.19047619,0.369047619,0.023809524,0.083333333
653,121.5440287,30.97709568,71.32637024,6090,0.095,0.01,0.105,0.17,0.505,0.015,0.095
654,121.561995,30.97709568,267.6842422,6849,0.162112933,0,0.369763206,0.265938069,0.063752277,0.023679417,0.034608379
655,121.5799613,30.97709568,619.1853409,4510,0.055776892,0.015936255,0.227091633,0.039840637,0.621513944,0.003984064,0.023904382
656,121.5979276,30.97709568,26.1782074,4991,0.034482759,0,0.172413793,0.068965517,0.710344828,0,0.013793103
657,121.6158939,30.97709568,44.05435276,1705,0.051282051,0,0.179487179,0.307692308,0.41025641,0,0.025641026
658,121.6338602,30.97709568,254.2758942,5258,0.116071429,0,0.540178571,0.035714286,0.267857143,0.008928571,0.022321429
659,121.6518265,30.97709568,38.97629738,5242,0.103448276,0.006896552,0.372413793,0.065517241,0.420689655,0.013793103,0.006896552
660,121.6697928,30.97709568,8.153095245,2582,0.090909091,0,0.181818182,0.363636364,0.363636364,0,0
661,121.6877591,30.97709568,38.58643055,1342,0.052631579,0,0,0.421052632,0.473684211,0,0.052631579
662,121.7057254,30.97709568,38.64191055,1884,0.0625,0,0.09375,0.3125,0.375,0.03125,0.125
663,121.7236917,30.97709568,1333.932495,8172,0.110169492,0.008474576,0.161016949,0.127118644,0.516949153,0.033898305,0.033898305
664,121.741658,30.97709568,59.91736603,14803,0.219827586,0.015804598,0.498563218,0.061781609,0.083333333,0.017241379,0.03591954
665,121.7596243,30.97709568,493.4417267,4455,0.11627907,0,0.162790698,0.186046512,0.302325581,0.023255814,0.209302326
666,121.7775906,30.97709568,87.19997406,2013,0.047619048,0,0.285714286,0.238095238,0.285714286,0.047619048,0.095238095
667,121.795557,30.97709568,896.2704544,2335,0.083333333,0,0.208333333,0.25,0.208333333,0,0.25
668,121.8135233,30.97709568,76.56026649,4713,0.26984127,0.012698413,0.453968254,0.053968254,0.114285714,0.015873016,0.041269841
669,121.8314896,30.97709568,11.503932,2032,0.111111111,0,0.055555556,0.611111111,0.055555556,0,0.166666667
670,121.8494559,30.97709568,49.61262512,4623,0.155555556,0,0.088888889,0.177777778,0.466666667,0.022222222,0.066666667
671,121.8674222,30.97709568,48.7706604,7042,0.212624585,0.009966777,0.255813953,0.199335548,0.189368771,0.023255814,0.059800664
672,121.8853885,30.97709568,65.62897396,2464,0.038461538,0,0.230769231,0.230769231,0.230769231,0.076923077,0.192307692
673,121.9033548,30.97709568,0,1520,0.166666667,0.055555556,0.055555556,0.222222222,0.111111111,0.166666667,0.222222222
674,121.9213211,30.97709568,0,260,0,0,0,0,1,0,0
675,121.9392874,30.97709568,0,0,0,0,0,0,0,0,0
676,121.9572537,30.97709568,0,0,0,0,0,0,0,0,0
677,120.9870732,30.99249827,15.20375156,101,0,0,0,1,0,0,0
678,121.0050395,30.99249827,26.14924145,622,0.272727273,0,0,0.545454545,0,0,0.181818182
679,121.0230058,30.99249827,400.4982491,1343,0,0,0.2,0.8,0,0,0
680,121.0409721,30.99249827,36.31468678,2278,0.111111111,0.055555556,0.111111111,0.222222222,0.222222222,0,0.277777778
681,121.0589384,30.99249827,356.9561243,7261,0.05511811,0.015748031,0.047244094,0.062992126,0.716535433,0.007874016,0.086614173
682,121.0769047,30.99249827,117.1906586,8768,0.229452055,0.023972603,0.349315068,0.037671233,0.174657534,0.020547945,0.071917808
683,121.094871,30.99249827,293.424942,2659,0,0.090909091,0.090909091,0,0.636363636,0,0.181818182
684,121.1128373,30.99249827,67.44690323,8231,0.265372168,0.025889968,0.249190939,0.077669903,0.236245955,0.01618123,0.064724919
685,121.1308036,30.99249827,158.2548428,8221,0.072463768,0,0.115942029,0.31884058,0.376811594,0.028985507,0.086956522
686,121.1487699,30.99249827,100.5282114,4586,0.222222222,0.044444444,0.066666667,0.133333333,0.422222222,0,0.111111111
687,121.1667363,30.99249827,86.29255295,7172,0.129032258,0,0,0.322580645,0.548387097,0,0
688,121.1847026,30.99249827,755.7167397,8457,0.064516129,0.032258065,0.096774194,0.258064516,0.35483871,0,0.161290323
689,121.2026689,30.99249827,2451.989502,33170,0.070754717,0,0.08254717,0.101415094,0.700471698,0.002358491,0.023584906
690,121.2206352,30.99249827,3118.634689,20183,0.074074074,0.00617284,0.108024691,0.074074074,0.611111111,0.009259259,0.080246914
691,121.2386015,30.99249827,1685.322998,25504,0.214285714,0.021428571,0.064285714,0.121428571,0.478571429,0.021428571,0.078571429
692,121.2565678,30.99249827,423.3105698,5832,0.103092784,0.020618557,0.092783505,0.298969072,0.402061856,0.010309278,0.051546392
693,121.2745341,30.99249827,1099.91658,10436,0.051948052,0.006493506,0.045454545,0.350649351,0.487012987,0.006493506,0.051948052
694,121.2925004,30.99249827,152.6138096,11243,0.107954545,0.008522727,0.073863636,0.051136364,0.642045455,0.011363636,0.079545455
695,121.3104667,30.99249827,68.18636894,5056,0.142857143,0.06122449,0.142857143,0.306122449,0.285714286,0.040816327,0.020408163
696,121.328433,30.99249827,155.88342,6281,0.102941176,0.132352941,0.044117647,0.25,0.205882353,0.044117647,0.191176471
697,121.3463993,30.99249827,282.3883743,11493,0.131147541,0.032786885,0.191256831,0.06557377,0.491803279,0.005464481,0.06557377
698,121.3643656,30.99249827,1745.667114,16148,0.242352941,0.021176471,0.329411765,0.112941176,0.171764706,0.028235294,0.025882353
699,121.3823319,30.99249827,1113.49395,28852,0.166666667,0.007246377,0.144927536,0.086956522,0.5,0.02173913,0.036231884
700,121.4002982,30.99249827,779.8332214,18907,0,0,0,0.666666667,0.333333333,0,0
701,121.4182645,30.99249827,1315.421326,15145,0.198852772,0.014340344,0.278202677,0.283938815,0.118546845,0.022944551,0.029636711
702,121.4362308,30.99249827,477.1363373,14152,0.215767635,0.005927682,0.268524007,0.339063426,0.072910492,0.016004742,0.020746888
703,121.4541971,30.99249827,354.7724648,4021,0.141304348,0.119565217,0.163043478,0.119565217,0.358695652,0.02173913,0
704,121.4721635,30.99249827,155.9678879,3806,0.023809524,0.05952381,0.142857143,0.154761905,0.5,0.035714286,0.083333333
705,121.4901298,30.99249827,407.7335262,13639,0.206709957,0.010822511,0.414502165,0.033549784,0.213203463,0.019480519,0.032467532
706,121.5080961,30.99249827,44.52634239,8032,0.202919708,0.008759124,0.272992701,0.035036496,0.375182482,0.01459854,0.030656934
707,121.5260624,30.99249827,197.4118748,2582,0.054347826,0.02173913,0.152173913,0.141304348,0.565217391,0.032608696,0.032608696
708,121.5440287,30.99249827,186.2937012,4578,0.029411765,0,0.117647059,0.205882353,0.470588235,0.044117647,0.132352941
709,121.561995,30.99249827,752.5994701,8678,0.144638404,0.009975062,0.334164589,0.187032419,0.241895262,0.012468828,0.032418953
710,121.5799613,30.99249827,161.2251329,2919,0.046511628,0.023255814,0.23255814,0.209302326,0.441860465,0,0.046511628
711,121.5979276,30.99249827,36.39436054,5853,0.152173913,0.005434783,0.168478261,0.081521739,0.52173913,0.02173913,0.032608696
712,121.6158939,30.99249827,415.8014727,2205,0.05,0.016666667,0.116666667,0.183333333,0.466666667,0.066666667,0.1
713,121.6338602,30.99249827,944.5462198,8683,0.120879121,0.010989011,0.432234432,0.036630037,0.307692308,0,0.043956044
714,121.6518265,30.99249827,30.8676095,7449,0.075221239,0,0.508849558,0.030973451,0.336283186,0.006637168,0.017699115
715,121.6697928,30.99249827,16.27920628,3187,0.03125,0,0.09375,0.28125,0.28125,0.0625,0.21875
716,121.6877591,30.99249827,314.2148952,3540,0.096153846,0.019230769,0.25,0.153846154,0.403846154,0.019230769,0.057692308
717,121.7057254,30.99249827,470.8607979,2387,0.048780488,0.048780488,0.317073171,0.195121951,0.219512195,0.097560976,0.073170732
718,121.7236917,30.99249827,106.0066185,3311,0.086956522,0,0.173913043,0.173913043,0.434782609,0.086956522,0.043478261
719,121.741658,30.99249827,739.935257,5881,0.113924051,0.025316456,0.215189873,0.101265823,0.341772152,0.126582278,0.063291139
720,121.7596243,30.99249827,263.7513008,10955,0.163822526,0.010238908,0.4778157,0.020477816,0.167235495,0.017064846,0.061433447
721,121.7775906,30.99249827,1155.495529,3080,0.052631579,0,0.263157895,0.315789474,0.263157895,0,0.052631579
722,121.795557,30.99249827,152.842968,4945,0.023809524,0,0.095238095,0.095238095,0.619047619,0,0.142857143
723,121.8135233,30.99249827,753.6266251,2990,0.051020408,0.020408163,0.081632653,0.091836735,0.673469388,0,0.071428571
724,121.8314896,30.99249827,542.444622,1174,0.045454545,0,0.136363636,0.409090909,0.181818182,0,0.227272727
725,121.8494559,30.99249827,536.2131958,4107,0.088235294,0.029411765,0.058823529,0.117647059,0.529411765,0,0.176470588
726,121.8674222,30.99249827,207.2305183,5482,0.256055363,0.017301038,0.411764706,0.065743945,0.096885813,0.01384083,0.044982699
727,121.8853885,30.99249827,81.97176743,1710,0,0,0.142857143,0.571428571,0.285714286,0,0
728,121.9033548,30.99249827,0,885,0,0,0,0,0.2,0.6,0.2
729,121.9213211,30.99249827,0,44,0,0,0,0,0,0,0
730,121.9392874,30.99249827,0,0,0,0,0,0,0,0,0
731,120.915208,31.00789837,8.105648041,74,0,0,0,1,0,0,0
732,120.9331743,31.00789837,0,63,0,0,0,0,0,0,0
733,120.9870732,31.00789837,20.3728981,218,0,0,0,0,0,0,0
734,121.0050395,31.00789837,9.367446899,1814,0.125,0,0.25,0.375,0.125,0,0.125
735,121.0230058,31.00789837,293.9171295,2270,0.038461538,0,0.076923077,0.076923077,0.5,0.038461538,0.269230769
736,121.0409721,31.00789837,159.9509583,6712,0.263736264,0.012820513,0.358974359,0.100732601,0.119047619,0.014652015,0.071428571
737,121.0589384,31.00789837,32.5792942,4744,0.109090909,0.009090909,0.036363636,0.027272727,0.763636364,0,0.045454545
738,121.0769047,31.00789837,10.3381424,1634,0,0,0,0.318181818,0.409090909,0,0.272727273
739,121.094871,31.00789837,17.29624367,1317,0,0,0.142857143,0.714285714,0,0,0.142857143
740,121.1128373,31.00789837,2.66703105,4889,0.136363636,0,0.090909091,0.136363636,0.454545455,0,0.136363636
741,121.1308036,31.00789837,271.7068291,6097,0.1,0.008333333,0.0375,0.1625,0.6125,0.0125,0.029166667
742,121.1487699,31.00789837,208.1963577,9215,0.185582822,0.006134969,0.236196319,0.171779141,0.288343558,0.007668712,0.033742331
743,121.1667363,31.00789837,24.46393585,4162,0.173076923,0,0.038461538,0.230769231,0.5,0,0.057692308
744,121.1847026,31.00789837,663.7391052,7181,0.12890625,0.015625,0.52734375,0.1640625,0.076171875,0.0078125,0.064453125
745,121.2026689,31.00789837,552.5831909,28296,0.223698782,0.009413068,0.295681063,0.206533776,0.124031008,0.032668882,0.046511628
746,121.2206352,31.00789837,3091.087402,50271,0.19338894,0.012666049,0.467717022,0.089589126,0.066728452,0.021624961,0.066110596
747,121.2386015,31.00789837,1332.609985,62993,0.237819026,0.01778809,0.380123743,0.116395978,0.086620263,0.032095901,0.054137664
748,121.2565678,31.00789837,650.1057739,25820,0.141463415,0.010298103,0.416260163,0.177777778,0.107859079,0.031436314,0.044444444
749,121.2745341,31.00789837,304.3643188,17610,0.212962963,0.016666667,0.314814815,0.064814815,0.296296296,0.009259259,0.037037037
750,121.2925004,31.00789837,564.2063141,11872,0.153846154,0.01025641,0.073504274,0.052991453,0.646153846,0.001709402,0.039316239
751,121.3104667,31.00789837,54.64442825,12073,0.161637931,0.00862069,0.153017241,0.455818966,0.040948276,0.02262931,0.060344828
752,121.328433,31.00789837,530.4735985,4426,0.084745763,0.033898305,0.101694915,0.271186441,0.474576271,0,0.016949153
753,121.3463993,31.00789837,175.3158569,4873,0.202898551,0.028985507,0.057971014,0.188405797,0.31884058,0.014492754,0.188405797
754,121.3643656,31.00789837,1079.261536,14537,0.26,0.006666667,0.12,0.046666667,0.463333333,0.023333333,0.063333333
755,121.3823319,31.00789837,1505.122375,25820,0.174603175,0.010582011,0.137566138,0.029100529,0.486772487,0.021164021,0.087301587
756,121.4002982,31.00789837,656.2852783,41478,0.294465341,0.008597528,0.365394949,0.084363246,0.085975282,0.034390113,0.049973133
757,121.4182645,31.00789837,1003.493332,60254,0.273519164,0.011324042,0.383710801,0.084930314,0.085801394,0.041811847,0.047909408
